R:A::C:P,0,1,2 4,3 5 6
0,0.3150684931506849,0.1780821917808219,0.2465753424657534,0.2602739726027397
1,0.21428571428571427,0.25,0.20714285714285716,0.32857142857142857
2 4,0.14218009478672985,0.15165876777251186,0.33649289099526064,0.3696682464454976
3 5 6,0.10599078341013825,0.14746543778801843,0.2995391705069124,0.4470046082949309
