R:A::C:P,0,1,2 4,3 5 6
0,0.16911764705882354,0.08843537414965986,0.08490566037735849,0.06643356643356643
1,0.4411764705882353,0.47619047619047616,0.27358490566037735,0.32167832167832167
2 4,0.22058823529411764,0.21768707482993196,0.33490566037735847,0.2727272727272727
3 5 6,0.16911764705882354,0.21768707482993196,0.30660377358490565,0.33916083916083917
