                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                      012346-5   90.43%     55.76%     54.61%     9.61%   
                      012456-3   85.90%     52.02%     51.26%     3.18%   
                      012356-4   84.84%     68.09%     55.67%     19.11%  
                      012345-6   81.91%     45.76%     46.44%     -4.88%  
                      01246-35   80.59%     60.83%     58.25%     17.79%  
                      01236-45   75.80%     57.45%     52.61%     9.93%   
                      01234-56   75.53%     55.09%     51.74%     7.08%   
                      0-123456   74.20%     63.05%     60.20%     22.15%  
                      01256-34   73.94%     60.75%     54.43%     14.61%  
                      013456-2   71.81%     51.58%     51.30%     3.80%   
                      01235-46   70.48%     61.13%     51.55%     13.22%  
                      01245-36   69.41%     46.78%     46.20%     -4.53%  
                      05-12346   69.41%     62.93%     60.19%     22.49%  
                      0126-345   69.15%     62.33%     56.28%     18.45%  
                      0124-356   67.29%     57.49%     53.45%     11.46%  
                      01346-25   66.49%     52.89%     52.89%     6.32%   
                      01456-23   65.16%     53.94%     54.03%     8.30%   
                      0123-456   64.63%     59.73%     51.97%     13.39%  
                      0146-235   64.10%     57.92%     58.02%     16.10%  
                      01345-26   63.83%     54.11%     53.97%     8.01%   
                      04-12356   63.83%     62.18%     56.76%     19.78%  
                      01356-24   63.56%     54.02%     53.78%     7.73%   
                      03-12456   62.23%     55.19%     53.36%     9.00%   
                      0134-256   61.70%     56.66%     56.32%     12.88%  
                      035-1246   61.70%     59.73%     57.20%     17.41%  
                      0125-346   61.17%     57.29%     50.28%     10.30%  
                      014-2356   60.90%     60.13%     59.37%     19.60%  
                      01-23456   60.11%     62.55%     60.11%     25.05%  
                      0156-234   60.11%     56.75%     56.07%     12.84%  
                      012-3456   59.57%     61.76%     53.69%     18.27%  
                      016-2345   59.57%     58.94%     58.04%     17.20%  
                      045-1236   59.57%     60.62%     55.79%     18.23%  
                      0135-246   59.31%     57.78%     56.01%     14.34%  
                      06-12345   59.31%     54.36%     51.23%     7.18%   
                      0136-245   58.78%     53.42%     53.08%     6.55%   
                      0145-236   58.78%     54.95%     54.52%     9.50%   
                      013-2456   57.71%     58.49%     56.57%     16.10%  
                      056-1234   57.71%     57.47%     53.68%     12.94%  
                      015-2346   57.45%     59.08%     56.86%     17.39%  
                      023456-1   56.65%     52.67%     48.31%     7.29%   
                      034-1256   55.05%     56.47%     52.12%     11.29%  
                      0345-126   55.05%     59.04%     54.21%     16.71%  
                      02-13456   53.46%     50.57%     50.56%     1.13%   
                      02345-16   52.93%     52.29%     50.63%     4.99%   
                      025-1346   52.93%     52.17%     52.11%     4.32%   
                      0235-146   52.66%     52.87%     52.63%     5.76%   
                      02356-14   52.66%     51.85%     50.41%     4.00%   
                      046-1235   52.66%     56.70%     50.30%     11.47%  
                      02456-13   52.13%     52.13%     49.08%     4.88%   
                      0356-124   51.60%     54.43%     50.65%     8.22%   
                      0456-123   51.60%     57.73%     51.04%     14.29%  
                      0256-134   51.33%     52.03%     51.18%     4.13%   
                      024-1356   50.00%     50.63%     49.86%     1.24%   
                      0245-136   50.00%     50.87%     49.83%     1.76%   
                      02346-15   49.20%     48.47%     44.54%     -3.68%  
                      023-1456   48.94%     48.66%     48.56%     -2.65%  
                      0246-135   48.94%     50.55%     48.02%     1.18%   
                      036-1245   48.94%     47.96%     45.53%     -3.58%  
                      0234-156   48.67%     49.45%     48.11%     -1.15%  
                      026-1345   48.67%     49.08%     48.51%     -1.81%  
                      03456-12   48.67%     55.75%     48.54%     11.99%  
                      0236-145   45.74%     46.33%     45.18%     -7.56%  
                      0346-125   45.48%     51.41%     45.27%     2.68%   


                               Average Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                      012356-4   84.84%     68.09%     55.67%     19.11%  
                      0-123456   74.20%     63.05%     60.20%     22.15%  
                      05-12346   69.41%     62.93%     60.19%     22.49%  
                      01-23456   60.11%     62.55%     60.11%     25.05%  
                      0126-345   69.15%     62.33%     56.28%     18.45%  
                      04-12356   63.83%     62.18%     56.76%     19.78%  
                      012-3456   59.57%     61.76%     53.69%     18.27%  
                      01235-46   70.48%     61.13%     51.55%     13.22%  
                      01246-35   80.59%     60.83%     58.25%     17.79%  
                      01256-34   73.94%     60.75%     54.43%     14.61%  
                      045-1236   59.57%     60.62%     55.79%     18.23%  
                      014-2356   60.90%     60.13%     59.37%     19.60%  
                      035-1246   61.70%     59.73%     57.20%     17.41%  
                      0123-456   64.63%     59.73%     51.97%     13.39%  
                      015-2346   57.45%     59.08%     56.86%     17.39%  
                      0345-126   55.05%     59.04%     54.21%     16.71%  
                      016-2345   59.57%     58.94%     58.04%     17.20%  
                      013-2456   57.71%     58.49%     56.57%     16.10%  
                      0146-235   64.10%     57.92%     58.02%     16.10%  
                      0135-246   59.31%     57.78%     56.01%     14.34%  
                      0456-123   51.60%     57.73%     51.04%     14.29%  
                      0124-356   67.29%     57.49%     53.45%     11.46%  
                      056-1234   57.71%     57.47%     53.68%     12.94%  
                      01236-45   75.80%     57.45%     52.61%     9.93%   
                      0125-346   61.17%     57.29%     50.28%     10.30%  
                      0156-234   60.11%     56.75%     56.07%     12.84%  
                      046-1235   52.66%     56.70%     50.30%     11.47%  
                      0134-256   61.70%     56.66%     56.32%     12.88%  
                      034-1256   55.05%     56.47%     52.12%     11.29%  
                      012346-5   90.43%     55.76%     54.61%     9.61%   
                      03456-12   48.67%     55.75%     48.54%     11.99%  
                      03-12456   62.23%     55.19%     53.36%     9.00%   
                      01234-56   75.53%     55.09%     51.74%     7.08%   
                      0145-236   58.78%     54.95%     54.52%     9.50%   
                      0356-124   51.60%     54.43%     50.65%     8.22%   
                      06-12345   59.31%     54.36%     51.23%     7.18%   
                      01345-26   63.83%     54.11%     53.97%     8.01%   
                      01356-24   63.56%     54.02%     53.78%     7.73%   
                      01456-23   65.16%     53.94%     54.03%     8.30%   
                      0136-245   58.78%     53.42%     53.08%     6.55%   
                      01346-25   66.49%     52.89%     52.89%     6.32%   
                      0235-146   52.66%     52.87%     52.63%     5.76%   
                      023456-1   56.65%     52.67%     48.31%     7.29%   
                      02345-16   52.93%     52.29%     50.63%     4.99%   
                      025-1346   52.93%     52.17%     52.11%     4.32%   
                      02456-13   52.13%     52.13%     49.08%     4.88%   
                      0256-134   51.33%     52.03%     51.18%     4.13%   
                      012456-3   85.90%     52.02%     51.26%     3.18%   
                      02356-14   52.66%     51.85%     50.41%     4.00%   
                      013456-2   71.81%     51.58%     51.30%     3.80%   
                      0346-125   45.48%     51.41%     45.27%     2.68%   
                      0245-136   50.00%     50.87%     49.83%     1.76%   
                      024-1356   50.00%     50.63%     49.86%     1.24%   
                      02-13456   53.46%     50.57%     50.56%     1.13%   
                      0246-135   48.94%     50.55%     48.02%     1.18%   
                      0234-156   48.67%     49.45%     48.11%     -1.15%  
                      026-1345   48.67%     49.08%     48.51%     -1.81%  
                      023-1456   48.94%     48.66%     48.56%     -2.65%  
                      02346-15   49.20%     48.47%     44.54%     -3.68%  
                      036-1245   48.94%     47.96%     45.53%     -3.58%  
                      01245-36   69.41%     46.78%     46.20%     -4.53%  
                      0236-145   45.74%     46.33%     45.18%     -7.56%  
                      012345-6   81.91%     45.76%     46.44%     -4.88%  


                               Average F1 Score:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                      0-123456   74.20%     63.05%     60.20%     22.15%  
                      05-12346   69.41%     62.93%     60.19%     22.49%  
                      01-23456   60.11%     62.55%     60.11%     25.05%  
                      014-2356   60.90%     60.13%     59.37%     19.60%  
                      01246-35   80.59%     60.83%     58.25%     17.79%  
                      016-2345   59.57%     58.94%     58.04%     17.20%  
                      0146-235   64.10%     57.92%     58.02%     16.10%  
                      035-1246   61.70%     59.73%     57.20%     17.41%  
                      015-2346   57.45%     59.08%     56.86%     17.39%  
                      04-12356   63.83%     62.18%     56.76%     19.78%  
                      013-2456   57.71%     58.49%     56.57%     16.10%  
                      0134-256   61.70%     56.66%     56.32%     12.88%  
                      0126-345   69.15%     62.33%     56.28%     18.45%  
                      0156-234   60.11%     56.75%     56.07%     12.84%  
                      0135-246   59.31%     57.78%     56.01%     14.34%  
                      045-1236   59.57%     60.62%     55.79%     18.23%  
                      012356-4   84.84%     68.09%     55.67%     19.11%  
                      012346-5   90.43%     55.76%     54.61%     9.61%   
                      0145-236   58.78%     54.95%     54.52%     9.50%   
                      01256-34   73.94%     60.75%     54.43%     14.61%  
