R:A::C:P,0 2 6,1 4,3 5
0 2 6,0.20722433460076045,0.11216730038022814,0.09125475285171103
1 4,0.2509505703422053,0.13688212927756654,0.08745247148288973
3 5,0.053231939163498096,0.024714828897338403,0.03612167300380228
