R:A::C:P,0 3 4,1 5,2,6
0 3 4,0.20096463022508038,0.1608910891089109,0.2261904761904762,0.10606060606060606
1 5,0.3633440514469453,0.37376237623762376,0.2916666666666667,0.25757575757575757
2,0.18006430868167203,0.2079207920792079,0.24404761904761904,0.1919191919191919
6,0.25562700964630225,0.25742574257425743,0.23809523809523808,0.4444444444444444
