R:A::C:P,0,1 4,2,3 5 6
0,0.40476190476190477,0.2553191489361702,0.08,0.08888888888888889
1 4,0.4523809523809524,0.574468085106383,0.48,0.4222222222222222
2,0.09523809523809523,0.10638297872340426,0.32,0.37777777777777777
3 5 6,0.047619047619047616,0.06382978723404255,0.12,0.1111111111111111
