R:A::C:P,0,1 4,2,3 5 6
0,0.4857142857142857,0.34285714285714286,0.05714285714285714,0.11428571428571428
1 4,0.24675324675324675,0.35064935064935066,0.15584415584415584,0.24675324675324675
2,0.11764705882352941,0.14705882352941177,0.23529411764705882,0.5
3 5 6,0.15384615384615385,0.23076923076923078,0.23076923076923078,0.38461538461538464
