R:A::C:P,0 1 2 3,4,5 6
0 1 2 3,0.662608695652174,0.11478260869565217,0.22260869565217392
4,0.5384615384615384,0.1794871794871795,0.28205128205128205
5 6,0.49101796407185627,0.19760479041916168,0.31137724550898205
