R:A::C:P,0 1 2 3,4,5 6
0 1 2 3,0.7871900826446281,0.6226415094339622,0.6701570680628273
4,0.04338842975206612,0.0660377358490566,0.05759162303664921
5 6,0.16942148760330578,0.3113207547169811,0.27225130890052357
