R:A::C:P,0,1 3,2,4 5 6
0,0.40476190476190477,0.11864406779661017,0.08,0.2727272727272727
1 3,0.42857142857142855,0.559322033898305,0.52,0.3939393939393939
2,0.09523809523809523,0.2542372881355932,0.32,0.21212121212121213
4 5 6,0.07142857142857142,0.06779661016949153,0.08,0.12121212121212122
