R:A::C:P,0,1 3,2,4 5 6
0,0.1069182389937107,0.0440251572327044,0.012578616352201259,0.05660377358490566
1 3,0.11320754716981132,0.20754716981132076,0.08176100628930817,0.08176100628930817
2,0.025157232704402517,0.09433962264150944,0.050314465408805034,0.0440251572327044
4 5 6,0.018867924528301886,0.025157232704402517,0.012578616352201259,0.025157232704402517
