R:A::C:P,0,1 2 3,4,5 6
0,0.022988505747126436,0.020833333333333332,0.004310344827586207,0.005028735632183908
1 2 3,0.10632183908045977,0.2478448275862069,0.07112068965517242,0.11925287356321838
4,0.005747126436781609,0.02442528735632184,0.011494252873563218,0.010775862068965518
5 6,0.04741379310344827,0.1235632183908046,0.04956896551724138,0.12931034482758622
