R:A::C:P,0,1 2 3,4,5 6
0,0.43243243243243246,0.3918918918918919,0.08108108108108109,0.0945945945945946
1 2 3,0.19525065963060687,0.4551451187335092,0.13060686015831136,0.21899736147757257
4,0.1095890410958904,0.4657534246575342,0.2191780821917808,0.2054794520547945
5 6,0.13552361396303902,0.3531827515400411,0.14168377823408623,0.36960985626283366
