R:A::C:P,0 1,2,3 4,5 6
0 1,0.8285714285714286,0.52,0.54,0.5
2,0.11428571428571428,0.32,0.24,0.42857142857142855
3 4,0.02857142857142857,0.12,0.18,0.0
5 6,0.02857142857142857,0.04,0.04,0.07142857142857142
