R:A::C:P,0,1,2,3 5,4,6
0,32,19,7,8,6,2
1,92,101,39,59,50,40
2,39,50,41,73,34,38
3 5,34,23,25,63,29,24
4,8,5,16,22,16,6
6,49,36,40,123,55,88
