R:A::C:P,0 5,1,2 4 6,3
0 5,0.048132183908045974,0.022270114942528736,0.035919540229885055,0.015804597701149427
1,0.08405172413793104,0.07255747126436782,0.09267241379310345,0.02442528735632184
2 4 6,0.14870689655172414,0.0653735632183908,0.23994252873563218,0.07686781609195402
3,0.023706896551724137,0.007902298850574713,0.03089080459770115,0.010775862068965518
