R:A::C:P,0 5,1,2 4 6,3
0 5,0.1580188679245283,0.13247863247863248,0.08992805755395683,0.12359550561797752
1,0.2759433962264151,0.43162393162393164,0.23201438848920863,0.19101123595505617
2 4 6,0.4882075471698113,0.3888888888888889,0.6007194244604317,0.601123595505618
3,0.07783018867924528,0.04700854700854701,0.07733812949640288,0.08426966292134831
