R:A::C:P,0 5,1,2 4 6,3
0 5,0.3941176470588235,0.18235294117647058,0.29411764705882354,0.12941176470588237
1,0.30708661417322836,0.2650918635170604,0.33858267716535434,0.08923884514435695
2 4 6,0.28010825439783493,0.12313937753721245,0.4519621109607578,0.14479025710419485
3,0.3235294117647059,0.10784313725490197,0.4215686274509804,0.14705882352941177
