R:A::C:P,0,1 2,3 4,5,6
0,0.3939393939393939,0.14545454545454545,0.14814814814814814,0.2222222222222222,0.0
1 2,0.5454545454545454,0.8,0.6296296296296297,0.7777777777777778,0.0
3 4,0.030303030303030304,0.03636363636363636,0.14814814814814814,0.0,1.0
5,0.030303030303030304,0.01818181818181818,0.037037037037037035,0.0,0.0
6,0.0,0.0,0.037037037037037035,0.0,0.0
