R:A::C:P,0,1,2,3,4,5,6,p
0,0.6363636363636364,0.2727272727272727,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.0
1,0.2222222222222222,0.3333333333333333,0.37037037037037035,0.0,0.037037037037037035,0.037037037037037035,0.0,0.0
2,0.07692307692307693,0.46153846153846156,0.46153846153846156,0.0,0.0,0.0,0.0,0.0
3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0
4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
6,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333
p,0.0,0.25,0.0,0.125,0.0,0.25,0.0,0.375
