R:A::C:P,0,1,2,3,4,5,6,p
0,0.6363636363636364,0.24,0.05,0.0,0.0,0.16666666666666666,0.0,0.0
1,0.2727272727272727,0.36,0.5,0.0,0.25,0.16666666666666666,0.0,0.0
2,0.045454545454545456,0.24,0.3,0.0,0.0,0.0,0.0,0.0
3,0.0,0.04,0.05,0.0,0.0,0.16666666666666666,0.0,0.0
4,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
5,0.0,0.04,0.05,0.3333333333333333,0.25,0.16666666666666666,0.0,0.14285714285714285
6,0.0,0.0,0.05,0.3333333333333333,0.5,0.0,0.0,0.2857142857142857
p,0.0,0.08,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.42857142857142855
