R:A::C:P,0,1 2 5,3,4 6
0,0.022988505747126436,0.022270114942528736,0.0021551724137931034,0.005747126436781609
1 2 5,0.10632183908045977,0.23347701149425287,0.06609195402298851,0.1343390804597701
3,0.01221264367816092,0.03017241379310345,0.010775862068965518,0.020114942528735632
4 6,0.040948275862068964,0.125,0.04885057471264368,0.11853448275862069
