R:A::C:P,0,1 2 5,3,4 6
0,0.12598425196850394,0.05419580419580419,0.016853932584269662,0.020618556701030927
1 2 5,0.5826771653543307,0.5681818181818182,0.5168539325842697,0.48195876288659795
3,0.06692913385826772,0.07342657342657342,0.08426966292134831,0.07216494845360824
4 6,0.22440944881889763,0.3041958041958042,0.38202247191011235,0.4252577319587629
