R:A::C:P,0 5,1 2 3,4 6
0 5,0.1580188679245283,0.1206896551724138,0.08505154639175258
1 2 3,0.5259433962264151,0.5948275862068966,0.4896907216494845
4 6,0.3160377358490566,0.28448275862068967,0.4252577319587629
