R:A::C:P,0,1 3 5,2,4,6
0,0.08502024291497975,0.03643724696356275,0.016194331983805668,0.020242914979757085,0.012145748987854251
1 3 5,0.1417004048582996,0.17408906882591094,0.11336032388663968,0.05668016194331984,0.05668016194331984
2,0.02834008097165992,0.08502024291497975,0.04048582995951417,0.024291497975708502,0.04048582995951417
4,0.004048582995951417,0.008097165991902834,0.008097165991902834,0.020242914979757085,0.004048582995951417
6,0.004048582995951417,0.020242914979757085,0.0,0.0,0.0
