R:A::C:P,0,1 3 5,2,4,6
0,0.3230769230769231,0.1125,0.09090909090909091,0.16666666666666666,0.10714285714285714
1 3 5,0.5384615384615384,0.5375,0.6363636363636364,0.4666666666666667,0.5
2,0.1076923076923077,0.2625,0.22727272727272727,0.2,0.35714285714285715
4,0.015384615384615385,0.025,0.045454545454545456,0.16666666666666666,0.03571428571428571
6,0.015384615384615385,0.0625,0.0,0.0,0.0
