R:A::C:P,0,1 3 5,2,4,6
0,0.5,0.21428571428571427,0.09523809523809523,0.11904761904761904,0.07142857142857142
1 3 5,0.26119402985074625,0.3208955223880597,0.208955223880597,0.1044776119402985,0.1044776119402985
2,0.12962962962962962,0.3888888888888889,0.18518518518518517,0.1111111111111111,0.18518518518518517
4,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.09090909090909091
6,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0
