R:A::C:P,0,1,2,3,4,5,6,7,p
0,12,5,4,3,4,1,3,7,3
1,23,9,16,13,11,7,11,9,15
2,3,7,10,7,5,5,10,2,5
3,0,0,3,2,1,2,1,0,3
4,0,0,1,2,5,0,1,1,1
5,1,0,3,2,0,0,1,1,0
6,1,0,0,3,0,1,0,1,0
7,2,0,0,0,0,0,0,2,0
p,4,0,1,3,2,0,1,0,0
