R:A::C:P,0 6,1,2,3,4 5
0 6,0.5208333333333334,0.125,0.08333333333333333,0.125,0.14583333333333334
1,0.39473684210526316,0.12280701754385964,0.19298245614035087,0.11403508771929824,0.17543859649122806
2,0.3148148148148148,0.14814814814814814,0.18518518518518517,0.14814814814814814,0.2037037037037037
3,0.08333333333333333,0.08333333333333333,0.25,0.3333333333333333,0.25
4 5,0.2631578947368421,0.0,0.2631578947368421,0.21052631578947367,0.2631578947368421
