R:A::C:P,0,1 4,2,3 5 6
0,0.022988505747126436,0.017959770114942528,0.005028735632183908,0.007183908045977011
1 4,0.07183908045977011,0.1235632183908046,0.039511494252873564,0.09123563218390805
2,0.028017241379310345,0.0603448275862069,0.029454022988505746,0.07974137931034483
3 5 6,0.05962643678160919,0.10272988505747127,0.04669540229885057,0.21408045977011494
