R:A::C:P,0 1 2 6,3 5,4
0 1 2 6,0.9222222222222223,0.875,0.8333333333333334
3 5,0.044444444444444446,0.125,0.08333333333333333
4,0.03333333333333333,0.0,0.08333333333333333
