R:C::C:G,0,1,2,3,4,5,6,p
0,0,0,0,74,0
1,0,17,1,355,8
2,0,21,2,240,12
3,0,15,0,78,9
4,0,9,0,58,6
5,0,4,3,87,2
6,5,51,1,283,51
p,0,2,0,44,4
