R:A::C:P,0,1 2 3,4 5 6
0,0.12598425196850394,0.05,0.023297491039426525
1 2 3,0.5826771653543307,0.5948275862068966,0.47491039426523296
4 5 6,0.29133858267716534,0.35517241379310344,0.5017921146953405
