R:A::C:P,0,1 2 3,4 5 6
0,0.022988505747126436,0.020833333333333332,0.009339080459770116
1 2 3,0.10632183908045977,0.2478448275862069,0.1903735632183908
4 5 6,0.05316091954022988,0.14798850574712644,0.20114942528735633
