R:A::C:P,0,1 2 3,4 5 6
0,0.1069182389937107,0.05660377358490566,0.05660377358490566
1 2 3,0.13836477987421383,0.4339622641509434,0.12578616352201258
4 5 6,0.018867924528301886,0.03773584905660377,0.025157232704402517
