R:A::C:P,0 5,1,2 4,3,6
0 5,0.5333333333333333,0.23333333333333334,0.2,0.03333333333333333,0.0
1,0.3050847457627119,0.3728813559322034,0.22033898305084745,0.1016949152542373,0.0
2 4,0.25806451612903225,0.12903225806451613,0.41935483870967744,0.16129032258064516,0.03225806451612903
3,0.0,0.0,0.4,0.4,0.2
6,0.0,0.0,0.0,1.0,0.0
