R:A::C:P,0,1 4,2 5,3 6
0,0.4117647058823529,0.25,0.22058823529411764,0.11764705882352941
1 4,0.28,0.288,0.284,0.148
2 5,0.1678832116788321,0.2773722627737226,0.25547445255474455,0.29927007299270075
3 6,0.1267605633802817,0.23943661971830985,0.3380281690140845,0.29577464788732394
