R:A::C:P,comedy,history,tragedy
comedy,0.6372093023255814,0.15813953488372093,0.20465116279069767
history,0.16022099447513813,0.6629834254143646,0.17679558011049723
tragedy,0.31446540880503143,0.27044025157232704,0.41509433962264153
