R:A::C:P,0 1,2,3 4 5,6
0 1,0.5,0.27380952380952384,0.22862453531598512,0.21212121212121213
2,0.18237704918032788,0.24404761904761904,0.19888475836431227,0.1919191919191919
3 4 5,0.14344262295081966,0.24404761904761904,0.241635687732342,0.15151515151515152
6,0.17418032786885246,0.23809523809523808,0.3308550185873606,0.4444444444444444
