                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                     01235-4-6   74.52%     34.73%     35.33%     6.73%   
                     01234-5-6   74.14%     34.71%     35.02%     3.56%   
                     01245-3-6   72.62%     39.14%     38.12%     8.10%   
                     01236-4-5   72.24%     26.61%     28.37%     -3.65%  
                     01246-3-5   71.67%     31.51%     31.69%     1.27%   
                     01256-3-4   68.63%     30.26%     30.63%     -4.30%  
                     0123-46-5   66.35%     36.85%     35.82%     8.72%   
                     0123-45-6   66.16%     40.70%     38.84%     11.89%  
                     0123-4-56   65.02%     32.77%     33.17%     5.40%   
                     0124-35-6   64.64%     42.08%     40.01%     11.83%  
                     0124-36-5   63.50%     34.18%     34.05%     5.12%   
                     0124-3-56   63.31%     37.16%     35.94%     7.15%   
                     0125-3-46   62.93%     40.44%     38.00%     8.72%   
                     0-12345-6   61.98%     43.89%     40.97%     12.24%  
                     0125-36-4   61.79%     33.37%     33.45%     3.37%   
                     0126-35-4   61.79%     33.63%     32.92%     3.24%   
                     0126-3-45   61.60%     36.65%     34.52%     5.04%   
                     0125-34-6   60.84%     35.32%     35.09%     4.67%   
                     0-12346-5   60.46%     36.10%     34.31%     4.73%   
                     01345-2-6   60.27%     39.55%     39.15%     8.17%   
                     0126-34-5   59.70%     27.67%     28.59%     -2.17%  
                     01456-2-3   59.51%     36.96%     36.49%     7.45%   
                     0-12356-4   58.94%     35.38%     33.78%     3.42%   
                     012-3-456   58.56%     42.48%     39.43%     13.82%  
                     0-12456-3   58.37%     40.17%     37.00%     7.28%   
                     012-345-6   57.79%     42.58%     39.99%     13.95%  
                     012-356-4   57.60%     35.91%     35.32%     8.85%   
                     01346-2-5   57.60%     31.11%     31.96%     -1.70%  
                     012-35-46   57.41%     44.06%     40.60%     14.81%  
                     01356-2-4   57.41%     30.91%     32.03%     -0.88%  
                     012-346-5   56.84%     34.81%     34.08%     7.25%   
                     0145-23-6   56.84%     43.25%     42.69%     14.58%  
                     012-36-45   56.08%     40.01%     37.65%     11.26%  
                     0146-23-5   55.32%     35.35%     36.02%     7.10%   
                     012-34-56   53.99%     34.02%     33.62%     6.08%   
                     0145-26-3   53.80%     37.74%     37.28%     8.33%   
