R:A::C:P,0,1 2,3 4 5 6
0,0.2153846153846154,0.12222222222222222,0.08333333333333333
1 2,0.6461538461538462,0.7055555555555556,0.5833333333333334
3 4 5 6,0.13846153846153847,0.17222222222222222,0.3333333333333333
