R:A::C:P,0 2 5,1,3 6,4
0 2 5,0.4449438202247191,0.18202247191011237,0.251685393258427,0.12134831460674157
1,0.4094488188976378,0.2650918635170604,0.1942257217847769,0.13123359580052493
3 6,0.4158215010141988,0.09533468559837728,0.34685598377281945,0.14198782961460446
4,0.4520547945205479,0.0684931506849315,0.2602739726027397,0.2191780821917808
