R:A::C:P,0 2,1 4,3 6,5
0 2,0.14627659574468085,0.11436170212765957,0.0851063829787234,0.02925531914893617
1 4,0.19148936170212766,0.15691489361702127,0.1196808510638298,0.010638297872340425
3 6,0.02925531914893617,0.034574468085106384,0.018617021276595744,0.018617021276595744
5,0.015957446808510637,0.0026595744680851063,0.018617021276595744,0.007978723404255319
