R:A::C:P,0 1,2,3 4,5,6
0 1,0.5865724381625441,0.3867924528301887,0.35323383084577115,0.3431372549019608,0.449438202247191
2,0.19081272084805653,0.2830188679245283,0.24378109452736318,0.2549019607843137,0.14606741573033707
3 4,0.0706713780918728,0.16981132075471697,0.12935323383084577,0.1568627450980392,0.10112359550561797
5,0.04946996466431095,0.04716981132075472,0.07960199004975124,0.11764705882352941,0.11235955056179775
6,0.10247349823321555,0.11320754716981132,0.19402985074626866,0.12745098039215685,0.19101123595505617
