R:A::C:P,0,1,2 4,3,5 6
0,0.022988505747126436,0.013649425287356323,0.009339080459770116,0.0021551724137931034,0.005028735632183908
1,0.06609195402298851,0.07255747126436782,0.0639367816091954,0.02442528735632184,0.04669540229885057
2 4,0.033764367816091954,0.039511494252873564,0.07686781609195402,0.03735632183908046,0.0625
3,0.01221264367816092,0.007902298850574713,0.021551724137931036,0.010775862068965518,0.020833333333333332
5 6,0.04741379310344827,0.034482758620689655,0.08548850574712644,0.05316091954022988,0.12931034482758622
