R:A::C:P,0,1,2 4,3,5 6
0,0.12598425196850394,0.0811965811965812,0.036312849162011177,0.016853932584269662,0.019021739130434784
1,0.36220472440944884,0.43162393162393164,0.24860335195530725,0.19101123595505617,0.1766304347826087
2 4,0.18503937007874016,0.23504273504273504,0.2988826815642458,0.29213483146067415,0.23641304347826086
3,0.06692913385826772,0.04700854700854701,0.08379888268156424,0.08426966292134831,0.07880434782608696
5 6,0.25984251968503935,0.20512820512820512,0.3324022346368715,0.4157303370786517,0.4891304347826087
