R:A::C:P,0 4 5 6,1 2,3
0 4 5 6,0.49137931034482757,0.36069651741293535,0.5056179775280899
1 2,0.43349753694581283,0.5746268656716418,0.4101123595505618
3,0.07512315270935961,0.06467661691542288,0.08426966292134831
