R:A::C:P,0,1,2 4 6,3 5
0,0.4666666666666667,0.13333333333333333,0.26666666666666666,0.13333333333333333
1,0.28313253012048195,0.18674698795180722,0.4036144578313253,0.12650602409638553
2 4 6,0.11711711711711711,0.17117117117117117,0.5405405405405406,0.17117117117117117
3 5,0.1282051282051282,0.02564102564102564,0.48717948717948717,0.358974358974359
