R:A::C:P,0,1,2 4 6,3 5
0,0.3010752688172043,0.13559322033898305,0.09876543209876543,0.12903225806451613
1,0.5053763440860215,0.5254237288135594,0.41358024691358025,0.3387096774193548
2 4 6,0.13978494623655913,0.3220338983050847,0.37037037037037035,0.3064516129032258
3 5,0.053763440860215055,0.01694915254237288,0.11728395061728394,0.22580645161290322
