R:A::C:P,0 2 3,1 4,5,6
0 2 3,0.4897959183673469,0.425531914893617,0.5454545454545454,0.6666666666666666
1 4,0.45918367346938777,0.574468085106383,0.45454545454545453,0.0
5,0.030612244897959183,0.0,0.0,0.3333333333333333
6,0.02040816326530612,0.0,0.0,0.0
