R:A::C:P,0 1,2,3,4,5 6
0 1,0.776595744680851,0.5909090909090909,0.45714285714285713,0.6,0.5227272727272727
2,0.1595744680851064,0.22727272727272727,0.22857142857142856,0.2,0.3409090909090909
3,0.010638297872340425,0.06818181818181818,0.11428571428571428,0.03333333333333333,0.06818181818181818
4,0.010638297872340425,0.045454545454545456,0.05714285714285714,0.16666666666666666,0.022727272727272728
5 6,0.0425531914893617,0.06818181818181818,0.14285714285714285,0.0,0.045454545454545456
