R:A::C:P,0,1 6,2,3 5,4
0,0.43243243243243246,0.28378378378378377,0.0945945945945946,0.10810810810810811,0.08108108108108109
1 6,0.18264248704663213,0.3432642487046632,0.10233160621761658,0.23575129533678757,0.13601036269430053
2,0.14181818181818182,0.32,0.14909090909090908,0.26545454545454544,0.12363636363636364
3 5,0.1717171717171717,0.23737373737373738,0.12626262626262627,0.3181818181818182,0.14646464646464646
4,0.1095890410958904,0.1506849315068493,0.2191780821917808,0.3013698630136986,0.2191780821917808
