R:A::C:P,0,1 3,2 4 5,6
0,0.43243243243243246,0.2972972972972973,0.24324324324324326,0.02702702702702703
1 3,0.22567287784679088,0.3333333333333333,0.33126293995859213,0.10973084886128365
2 4 5,0.14414414414414414,0.3108108108108108,0.42117117117117114,0.12387387387387387
6,0.12531969309462915,0.23273657289002558,0.41687979539641945,0.22506393861892582
