R:A::C:P,0,1 3,2 4 5,6
0,0.12598425196850394,0.05339805825242718,0.03409090909090909,0.010101010101010102
1 3,0.42913385826771655,0.3907766990291262,0.30303030303030304,0.2676767676767677
2 4 5,0.25196850393700787,0.33495145631067963,0.3541666666666667,0.2777777777777778
6,0.19291338582677164,0.220873786407767,0.3087121212121212,0.4444444444444444
