R:A::C:P,0 1,2,3 4 5 6
0 1,0.29554655870445345,0.10526315789473684,0.23076923076923078
2,0.06072874493927125,0.04048582995951417,0.11740890688259109
3 4 5 6,0.024291497975708502,0.032388663967611336,0.0931174089068826
