R:A::C:P,0 1,2,3 4 5 6
0 1,0.776595744680851,0.5909090909090909,0.5229357798165137
2,0.1595744680851064,0.22727272727272727,0.26605504587155965
3 4 5 6,0.06382978723404255,0.18181818181818182,0.21100917431192662
