R:A::C:P,0,1 5 6,2 3 4
0,0.43243243243243246,0.35135135135135137,0.21621621621621623
1 5 6,0.18202764976958524,0.4539170506912442,0.3640552995391705
2 3 4,0.14222222222222222,0.40444444444444444,0.4533333333333333
