R:A::C:P,0,1 5 6,2 3 4
0,0.022988505747126436,0.01867816091954023,0.011494252873563218
1 5 6,0.11350574712643678,0.28304597701149425,0.22701149425287356
2 3 4,0.04597701149425287,0.1307471264367816,0.14655172413793102
