R:A::C:P,0,1 5 6,2 3 4
0,0.12598425196850394,0.04318936877076412,0.029850746268656716
1 5 6,0.6220472440944882,0.654485049833887,0.5895522388059702
2 3 4,0.25196850393700787,0.3023255813953488,0.3805970149253731
