R:A::C:P,0,1 6,2 3 4 5
0,0.3939393939393939,0.2,0.1206896551724138
1 6,0.42424242424242425,0.6285714285714286,0.41379310344827586
2 3 4 5,0.18181818181818182,0.17142857142857143,0.46551724137931033
