R:A::C:P,0,1 4,2 3 5 6
0,0.1069182389937107,0.07547169811320754,0.03773584905660377
1 4,0.11949685534591195,0.16981132075471697,0.1949685534591195
2 3 5 6,0.03773584905660377,0.050314465408805034,0.20754716981132076
