R:A::C:P,0 4,1,2 3 5 6
0 4,0.6129032258064516,0.22580645161290322,0.16129032258064516
1,0.3050847457627119,0.3728813559322034,0.3220338983050847
2 3 5 6,0.2222222222222222,0.1111111111111111,0.6666666666666666
