R:A::C:P,0 6,1,2,3 4 5
0 6,0.37831858407079644,0.23504273504273504,0.27976190476190477,0.35687732342007433
1,0.2920353982300885,0.43162393162393164,0.23214285714285715,0.20260223048327136
2,0.17035398230088494,0.21367521367521367,0.24404761904761904,0.19888475836431227
3 4 5,0.1592920353982301,0.11965811965811966,0.24404761904761904,0.241635687732342
