R:A::C:P,0 6,1,2,3 4 5
0 6,0.36774193548387096,0.11827956989247312,0.1010752688172043,0.4129032258064516
1,0.3464566929133858,0.2650918635170604,0.10236220472440945,0.28608923884514437
2,0.28,0.18181818181818182,0.14909090909090908,0.3890909090909091
3 4 5,0.2656826568265683,0.1033210332103321,0.15129151291512916,0.4797047970479705
